C44F33640B49
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
  2022/3/2,  12:34:23,    100.00,    -,              -,              -,        63,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.139999,40.238281,1002.299072,    -
  2022/3/2,  12:34:31,    100.00,    -,              -,              -,        54,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.190001,40.364258,1002.291077,    -
  2022/3/2,  12:34:36,    100.00,    -,              -,              -,        54,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.209999,40.244141,1002.292236,    -
  2022/3/2,  12:34:42,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.240000,40.123047,1002.295471,    -
  2022/3/2,  12:34:47,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.280001,39.902344,1002.302490,    -
  2022/3/2,  12:34:52,    100.00,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.309999,39.625000,1002.305786,    -
  2022/3/2,  12:34:57,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.340000,39.863281,1002.310730,    -
  2022/3/2,   12:35:5,    100.00,    -,              -,              -,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.379999,39.777344,1002.314819,    -
  2022/3/2,  12:35:10,    100.00,    -,              -,              -,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.410000,39.678711,1002.300293,    -
  2022/3/2,  12:35:15,    100.00,    -,              -,              -,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.440001,39.480469,1002.308777,    -
  2022/3/2,  12:35:20,    100.00,    -,              -,              -,        21,         7,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2, 22.459999,39.762695,1002.299866,    -
  2022/3/2,  12:35:25,    100.00,    -,              -,              -,        30,        10,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2, 22.490000,39.653320,1002.286743,    -
  2022/3/2,  12:35:30,    100.00,    -,              -,              -,        39,        13,         3,         3,         3,         3,         0,         0,         2,         0,         0,         2, 22.520000,39.442383,1002.275635,    -
  2022/3/2,  12:35:39,    100.00,    -,              -,              -,        36,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.559999,39.323242,1002.270264,    -
  2022/3/2,  12:35:44,    100.00,    -,              -,              -,        45,        12,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.580000,39.112305,1002.263977,    -
  2022/3/2,  12:35:49,    100.00,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.610001,39.114258,1002.264893,    -
  2022/3/2,  12:35:54,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.629999,39.105469,1002.269348,    -
  2022/3/2,  12:35:59,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.660000,39.365234,1002.283264,    -
  2022/3/2,   12:36:4,    100.00,    -,              -,              -,        18,         6,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1, 22.690001,39.132812,1002.284302,    -
  2022/3/2,  12:36:13,    100.00,    -,              -,              -,        60,        20,         3,         3,         3,         0,         0,         0,         2,         0,         0,         2, 22.740000,39.091797,1002.309387,    -
  2022/3/2,  12:36:18,    100.00,    -,              -,              -,        72,        24,         3,         3,         3,         0,         0,         0,         1,         0,         0,         1, 22.760000,38.993164,1002.304871,    -
  2022/3/2,  12:36:23,    100.00,    -,              -,              -,        63,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.790001,38.771484,1002.307800,    -
  2022/3/2,  12:36:28,     99.85,    -,              -,              -,        54,        18,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.820000,38.875000,1002.303284,    -
